Date,Close
2025-01-02,34.83296585083008
2025-01-03,34.4635124206543
2025-01-06,34.302467346191406
2025-01-07,35.03190612792969
2025-01-08,34.747711181640625
2025-01-09,34.89927673339844
2025-01-10,34.99401092529297
2025-01-13,35.11716079711914
2025-01-14,34.880332946777344
2025-01-15,35.3255729675293
2025-01-16,35.09821701049805
2025-01-17,35.24031448364258
2025-01-20,35.3255729675293
2025-01-21,35.335044860839844
2025-01-22,35.1361083984375
2025-01-23,34.889808654785156
2025-01-24,34.709815979003906
2025-01-27,35.22136688232422
2025-01-28,35.17400360107422
2025-01-29,34.956119537353516
2025-01-30,35.42030715942383
2025-01-31,35.70450210571289
2025-02-03,35.52450942993164
2025-02-04,35.17400360107422
2025-02-05,34.91822814941406
2025-02-06,34.85191345214844
2025-02-07,34.652976989746094
2025-02-10,34.889808654785156
2025-02-11,34.889808654785156
2025-02-12,34.368778228759766
2025-02-13,34.406673431396484
2025-02-14,35.46767044067383
2025-02-17,35.685550689697266
2025-02-18,36.33920669555664
2025-02-19,36.41498947143555
2025-02-20,36.471832275390625
2025-02-21,36.36762237548828
2025-02-24,36.11185073852539
2025-02-25,35.9508056640625
2025-02-26,35.9508056640625
2025-02-27,34.681392669677734
2025-02-28,34.03721618652344
2025-03-05,32.796226501464844
2025-03-06,32.4551887512207
2025-03-07,32.805702209472656
2025-03-10,32.796226501464844
2025-03-11,32.30362319946289
2025-03-12,32.30362319946289
2025-03-13,32.625709533691406
2025-03-14,33.6298713684082
2025-03-17,34.25510025024414
2025-03-18,34.28351593017578
2025-03-19,34.25510025024414
2025-03-20,34.33088684082031
2025-03-21,34.861385345458984
2025-03-24,34.814022064208984
2025-03-25,35.0887451171875
2025-03-26,35.42030715942383
2025-03-27,35.685550689697266
2025-03-28,35.45819854736328
2025-03-31,35.202423095703125
2025-04-01,35.335044860839844
2025-04-02,35.24031448364258
2025-04-03,34.1035270690918
2025-04-04,32.729915618896484
2025-04-07,31.432086944580078
2025-04-08,30.31424903869629
2025-04-09,31.545764923095703
2025-04-10,29.58481216430664
2025-04-11,30.172151565551758
2025-04-14,30.0584716796875
2025-04-15,29.36693000793457
2025-04-16,29.36693000793457
2025-04-17,29.947561264038086
2025-04-22,30.015514373779297
2025-04-23,29.675752639770508
2025-04-24,29.53984832763672
2025-04-25,29.627214431762695
2025-04-28,29.510725021362305
2025-04-29,29.666044235229492
2025-04-30,29.11271858215332
2025-05-02,29.90873146057129
2025-05-05,28.79237174987793
2025-05-06,29.268037796020508
2025-05-07,29.40394401550293
2025-05-08,29.811655044555664
2025-05-09,30.00580596923828
2025-05-12,30.724159240722656
2025-05-13,31.19011878967285
2025-05-14,30.976552963256836
2025-05-15,30.937725067138672
2025-05-16,31.083335876464844
2025-05-19,31.044506072998047
2025-05-20,31.170703887939453
2025-05-21,30.82123374938965
2025-05-22,30.41352081298828
2025-05-23,30.48147201538086
2025-05-26,30.384397506713867
2025-05-27,30.607669830322266
2025-05-28,30.510595321655273
2025-05-29,30.326152801513672
2025-05-30,29.996097564697266
2025-06-02,30.170833587646484
2025-06-03,30.18000030517578
2025-06-04,29.350000381469727
2025-06-05,29.360000610351562
2025-06-06,29.670000076293945
2025-06-09,29.170000076293945
2025-06-10,30.049999237060547
2025-06-11,31.049999237060547
2025-06-12,31.75
2025-06-13,32.529998779296875
2025-06-16,32.209999084472656
2025-06-17,32.939998626708984
2025-06-18,32.90999984741211
2025-06-20,32.81999969482422
2025-06-23,32.0
2025-06-24,31.3700008392334
2025-06-25,31.209999084472656
2025-06-26,31.459999084472656
2025-06-27,31.209999084472656
